name,category,location,area_sqft,price,link,latitude,longitude,nearestMRT,distance
New Futura,Condo,14 Leonie Hill Road · D9,1830,5500000,https://www.99.co/singapore/sale/property/new-futura-condo-saY2xLptfLQeFd7QWFCnkY,1.298893,103.8342507,Somerset,0.0046175836852300305
Forte Suites,Condo,88 Mergui Road · Floor #16,678,1280000,https://www.99.co/singapore/sale/property/forte-suites-condo-7RcMBihmx59ZbnVtsgb9sf,1.349718,103.881869,Bartley,0.007624392539736268
New Futura,Condo,14 Leonie Hill Road · D9,1098,3800000,https://www.99.co/singapore/sale/property/new-futura-condo-QSnrhPLkmEdkSdRQdf596b,1.298893,103.8342507,Somerset,0.0046175836852300305
Sims Urban Oasis,Condo,10 Sims Drive · D14,1539,2161000,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-mys2GRjwJqWT9GAzPcwVTo,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Highline Residences,Condo,7 Kim Tian Road · Floor #33,700,1480800,https://www.99.co/singapore/sale/property/highline-residences-condo-LK3YhZoqVX7oy4S5CihVv8,1.2847351,103.8297862,Tiong Bahru,0.003317881771557787
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,1453,2080000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-G2p6X6hstjKth8eiEmUsu6,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
Gramercy Park,Condo,57 Grange Road · Floor #21,1292,4476000,https://www.99.co/singapore/sale/property/gramercy-park-condo-Tw6dSdL9nUW7UXguYod7z,1.2984124,103.8265691,Orchard,0.007647164024006769
8 Farrer Suites,Apartment,8 Sing Joo Walk · D8,969,1600000,https://www.99.co/singapore/sale/property/8-farrer-suites-condo-2kQ4yua5TtvWx7Y5Lk6Egn,1.31481,103.854756,Farrer Park,0.0021983377811426942
Rivertrees Residences,Condo,37 Fernvale Close · D28,581,750000,https://www.99.co/singapore/sale/property/rivertrees-residences-condo-TbeU3K6VT4GXLYPMbrHRDF,1.3937854,103.880661,Layar,0.0017912870233491537
Margaret Ville,Condo,20 Margaret Drive · D3,915,1581400,https://www.99.co/singapore/sale/property/margaret-ville-condo-EARMvYVtt5KS458NMmBn2N,1.2992281,103.802964,Queenstown,0.005284606340114343
The Enclave . Holland,Condo,131 Holland Road · D10,1389,3200000,https://www.99.co/singapore/sale/property/the-enclave-holland-condo-oTuj2u4f6hTskjkwKrSfNb,1.3122774,103.799119,Holland Village,0.003193578823203022
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,678,1188000,https://www.99.co/singapore/sale/property/gem-residences-condo-KfGEaAEUSPhJwK76NKhbRk,1.333181,103.85447,Toa Payoh,0.007096049515754436
Forte Suites,Condo,88 Mergui Road · D8,700,1381100,https://www.99.co/singapore/sale/property/forte-suites-condo-A7cd8wubErQMuj5S2xY3ER,1.349718,103.881869,Bartley,0.007624392539736268
Signature At Yishun,Executive Condo,39 Yishun Street 51 · Floor #02,1184,903000,https://www.99.co/singapore/sale/property/signature-at-yishun-condo-dCbAo5swH2eo2SbfTJp8G8,1.4173761,103.8446222,Khatib,0.011649133171627947
Park Colonial,Condo,2 Woodleigh Lane · D13,1184,2090000,https://www.99.co/singapore/sale/property/park-colonial-condo-CS2vChAEQgocTbHc2t6kYN,1.3190408,103.8281809,Stevens,0.002418993385694776
Margaret Ville,Condo,20 Margaret Drive · D3,1180,2048000,https://www.99.co/singapore/sale/property/margaret-ville-condo-yuF5zSjYwFRfbErSKHdYj3,1.2992281,103.802964,Queenstown,0.005284606340114343
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,1011,1537000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-TwS8btaBWXCNwDA6YU37QB,1.3364414,103.8651531,Woodleigh,0.006196602749895614
26 Newton,Condo,26 Newton Road · Floor #15,614,1645000,https://www.99.co/singapore/sale/property/26-newton-condo-QU22mxbLbvwzG6TscEt3tj,1.3156897,103.8415977,Newton,0.004307662475160699
Margaret Ville,Condo,20 Margaret Drive · D3,915,1580000,https://www.99.co/singapore/sale/property/margaret-ville-condo-nxAg2XaoCHSvYVMLbYSQvd,1.2992281,103.802964,Queenstown,0.005284606340114343
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #04,850,1115000,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-KKSDHUsxP4Zea2L5W6U6od,1.3747664,103.9034487,Kangkar,0.009221088770855658
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1249,1830000,https://www.99.co/singapore/sale/property/gem-residences-condo-nGKZkvpoipeXKNgT9skkrX,1.333181,103.85447,Toa Payoh,0.007096049515754436
Margaret Ville,Condo,20 Margaret Drive · D3,1184,2049000,https://www.99.co/singapore/sale/property/margaret-ville-condo-DVkcergLJvdf7MGKYomGBc,1.2992281,103.802964,Queenstown,0.005284606340114343
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,616,898500,https://www.99.co/singapore/sale/property/the-tre-ver-condo-AXmm3JexMwXwzwLQMs3b3G,1.3364414,103.8651531,Woodleigh,0.006196602749895614
The Criterion,Executive Condo,7 Yishun Street 51 · Floor #02,1249,988800,https://www.99.co/singapore/sale/property/the-criterion-condo-fnbV4hMYSm2CYydd8j3Kam,1.418324,103.845305,Khatib,0.012370438476471353
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1249,1836000,https://www.99.co/singapore/sale/property/gem-residences-condo-ihoZw2KeysaWUjp87nsFRG,1.333181,103.85447,Toa Payoh,0.007096049515754436
Artra,Condo,10 Alexandra View · D3,1227,1879800,https://www.99.co/singapore/sale/property/artra-condo-b6byHFXdoEJZG8q62tdvtN,1.2900845,103.8166799,Redhill,0.00045852359808695227
326 Serangoon Avenue 3,HDB 3 Rooms,D19,689,385000,https://www.99.co/singapore/sale/property/326-serangoon-avenue-3-hdb-jZCJWKibfrfh2wJTFYSbk6,1.3503548,103.8690239,Lorong Chuan,0.004234384115781228
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,1238,1878000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-rsCCqEBB2KPhGe2iPcAGDD,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
26 Newton,Condo,26 Newton Road · D11,850,1729187,https://www.99.co/singapore/sale/property/26-newton-condo-ytiKMpcKrVJxAqJft5yy7V,1.3156897,103.8415977,Newton,0.004307662475160699
Reflections At Keppel Bay,Condo,5 Keppel Bay View · D4,1733,2657500,https://www.99.co/singapore/sale/property/reflections-at-keppel-bay-condo-6TB77tvqmCjfawNRVeXwBf,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #04,979,1321365,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-49sSExkWy9YoAfowahVGFX,1.3747664,103.9034487,Kangkar,0.009221088770855658
Le Quest,Condo,2 Bukit Batok Street 41 · D23,700,990000,https://www.99.co/singapore/sale/property/le-quest-condo-ZuAvK6S8PHirSwpiZwaBJR,1.351044,103.741738,Bukit Batok,0.007902417278911656
Northwave,Executive Condo,103 Woodlands View · D25,990,753000,https://www.99.co/singapore/sale/property/northwave-condo-SZkjoFsaWuK7ZJF5kuUD4d,1.4438211,103.8104748,Admiralty,0.010038333886649708
Skies Miltonia,Condo,11 Miltonia Close · D27,2551,2440000,https://www.99.co/singapore/sale/property/skies-miltonia-condo-z7psPoxVHSu9YAs876QVTg,1.4181309,103.8481353,Khatib,0.015182383594158797
New Futura,Condo,14 Leonie Hill Road · D9,1830,5500000,https://www.99.co/singapore/sale/property/new-futura-condo-uU7mM2xJhXJmJkcM3YijS5,1.298893,103.8342507,Somerset,0.0046175836852300305
Park Colonial,Condo,2 Woodleigh Lane · D13,506,860000,https://www.99.co/singapore/sale/property/park-colonial-condo-9HE6H6YJbzWpH5GVoNRCZV,1.3190408,103.8281809,Stevens,0.002418993385694776
Forte Suites,Condo,88 Mergui Road · D8,678,1290000,https://www.99.co/singapore/sale/property/forte-suites-condo-hLYwjFTuCYNFhzj5oJAsuF,1.349718,103.881869,Bartley,0.007624392539736268
Martin Modern,Condo,10 Martin Place · D9,764,1928000,https://www.99.co/singapore/sale/property/martin-modern-condo-LALQHMMCyrFB3Pn9BbxByU,1.2921365,103.838457,Fort Canning,0.006305055270175611
Neem Tree,Condo,30 Jalan Kemaman · Floor #12,505,925800,https://www.99.co/singapore/sale/property/neem-tree-condo-FccEn2gR4cGpXecbUugTXA,1.3273984,103.8512643,Toa Payoh,0.006249512660995757
South Beach Residences,Condo,28 Beach Road · D7,1733,6060000,https://www.99.co/singapore/sale/property/south-beach-residences-condo-UNwmeyFRfbTjcfteNuU38R,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Martin Modern,Condo,10 Martin Place · Floor #18,1733,4552420,https://www.99.co/singapore/sale/property/martin-modern-condo-HLudGhJjR43PrTiix5uy4C,1.2939878,103.8388698,Fort Canning,0.006184155409598079
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #04,678,967000,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-LkRJmRr7YVbUN6qSxH7yAB,1.3747664,103.9034487,Kangkar,0.009221088770855658
Twin VEW,Condo,91 West Coast Vale · D5,480,672000,https://www.99.co/singapore/sale/property/twin-vew-condo-Z2dMfZdqgQPD64vxTjhMkU,1.3196983,103.7522372,Clementi,0.013739741436077315
Artra,Condo,10 Alexandra View · D3,786,1470000,https://www.99.co/singapore/sale/property/artra-condo-7r3NL8hHbHYPtRzzqje2L4,1.2900845,103.8166799,Redhill,0.00045852359808695227
Forest Woods,Condo,19 Lorong Lew Lian · D19,1281,1990000,https://www.99.co/singapore/sale/property/forest-woods-condo-uRuZKB7BgxpcRC4pyXfAXQ,1.3502492,103.8774468,Serangoon,0.0038596631070671713
Highline Residences,Condo,7 Kim Tian Road · D3,700,1480000,https://www.99.co/singapore/sale/property/highline-residences-condo-3U7XPPeN2rWFwYUsQ4V5UY,1.2847351,103.8297862,Tiong Bahru,0.003317881771557787
Wallich Residence,Condo,3 Wallich Street · D2,1658,6750000,https://www.99.co/singapore/sale/property/wallich-residence-condo-24wBZ3wPC9YwgEPgMveRg3,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Wallich Residence,Condo,3 Wallich Street · D2,861,2757400,https://www.99.co/singapore/sale/property/wallich-residence-condo-rradvzUonVeoCN5CAQtgdG,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Gem Residences,Condo,3 Lorong 5 Toa Payoh · D12,1313,1900000,https://www.99.co/singapore/sale/property/gem-residences-condo-DHGGv7wHdoe7bUTmCHy7gR,1.333181,103.85447,Toa Payoh,0.007096049515754436
Sophia Hills,Condo,11 Mount Sophia · Floor #02,570,1030000,https://www.99.co/singapore/sale/property/sophia-hills-condo-yVhnPYxuaKu43UqRvcx9Ym,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
Reflections At Keppel Bay,Condo,3 Keppel Bay View · D4,1830,3390000,https://www.99.co/singapore/sale/property/reflections-at-keppel-bay-condo-qGb7iYQj42pNeckXpXUJiR,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
Gramercy Park,Condo,57 Grange Road · Floor #19,1981,6187000,https://www.99.co/singapore/sale/property/gramercy-park-condo-dmSkp5nHXaL5RsmieWmsBc,40.41211,-76.027658,Tuas Link,183.86393418059393
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,463,578000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-a6TuzdbUKAqB3Ke5oFyuN4,1.371715,103.900472,Hougang,0.00793738445898828
Kandis Residence,Condo,4 Kandis Link · D27,915,1150000,https://www.99.co/singapore/sale/property/kandis-residence-condo-eFAHuyxhHPz9xM6Nna789n,1.457707,103.8375049,Sembawang,0.01946341958700828
Reflections At Keppel Bay,Condo,3 Keppel Bay View · D4,1733,2656500,https://www.99.co/singapore/sale/property/reflections-at-keppel-bay-condo-u68MbKxik3PsLXqVKJwwq3,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
The Criterion,Executive Condo,3 Yishun Street 51 · D27,1249,988000,https://www.99.co/singapore/sale/property/the-criterion-condo-iW7xMBcDt8jFYbHQbu2pJd,1.418324,103.845305,Khatib,0.012370438476471353
The Brownstone,Executive Condo,158 Canberra Drive · D27,915,760800,https://www.99.co/singapore/sale/property/the-brownstone-condo-RUD2xwodaoMZu72rDcfqMT,1.4458247,103.8272163,Sembawang,0.007863952658176465
Northwave,Executive Condo,111 Woodlands View · D25,990,753000,https://www.99.co/singapore/sale/property/northwave-condo-sudtfwCRgEekigiqeT2Wv6,1.4438211,103.8104748,Admiralty,0.010038333886649708
Queens Peak,Condo,1 Dundee Road · Floor #37,936,1673000,https://www.99.co/singapore/sale/property/queens-peak-condo-esUmH4AVhnvT4Q5EaJKSbJ,1.295031,103.807095,Queenstown,0.0012093556962336682
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #04,678,967495,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-H2mpcxY8eGaU38g6WHTv4Z,1.3747664,103.9034487,Kangkar,0.009221088770855658
The Verandah Residences,Condo,231 Pasir Panjang Road · D5,1098,1708000,https://www.99.co/singapore/sale/property/the-verandah-residences-condo-wQMTZmraHrncbRpvKptQj9,1.2797457,103.7853796,Haw Par Villa,0.004764753367166164
Wallich Residence,Condo,3 Wallich Street · D2,646,1980000,https://www.99.co/singapore/sale/property/wallich-residence-condo-6uJHE6NuvvjwWhiSa5oSGf,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
South Beach Residences,Condo,28 Beach Road · D7,2281,7987500,https://www.99.co/singapore/sale/property/south-beach-residences-condo-ktiWAQRXqHqbP7eojAQTdW,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Sophia Hills,Condo,5 Mount Sophia · D9,1313,2660000,https://www.99.co/singapore/sale/property/sophia-hills-condo-wkjikFX74az2Fi4ANQjvfm,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
Forte Suites,Condo,88 Mergui Road · D8,678,1200000,https://www.99.co/singapore/sale/property/forte-suites-condo-VPWVWdw7UJj7Quy8TmzC2f,1.349718,103.881869,Bartley,0.007624392539736268
Parc Life,Executive Condo,37 Sembawang Crescent · D27,1270,990000,https://www.99.co/singapore/sale/property/parc-life-condo-t49TCaBsFquDPGi65QRBuK,1.4438938,103.8184197,Sembawang,0.005438849078617932
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #04,1022,1368301,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-svavXnx4RTYteWhLsz6NLK,1.3747664,103.9034487,Kangkar,0.009221088770855658
Le Quest,Condo,4 Bukit Batok Street 41 · D23,980,1263000,https://www.99.co/singapore/sale/property/le-quest-condo-RS35UVZRUBzSfhAqQRxDKh,1.351044,103.741738,Bukit Batok,0.007902417278911656
Queens Peak,Condo,3 Dundee Road · Floor #37,936,1673000,https://www.99.co/singapore/sale/property/queens-peak-condo-HveLkGdnRna8FA83rRxV9P,1.2941568,103.8076261,Queenstown,0.0018531397167998297
Northwave,Executive Condo,105 Woodlands View · D25,990,753000,https://www.99.co/singapore/sale/property/northwave-condo-mu85AAQ8zBJP4Co9Xprbr4,1.4438211,103.8104748,Admiralty,0.010038333886649708
Riverside Melodies,Condo,26A Saint Michael's Road · D12,1774,2330000,https://www.99.co/singapore/sale/property/riverside-melodies-condo-DVrzwxi932sCYFRVWPKoMP,1.3274381,103.8644271,Potong Pasir,0.00595164179450028
Park Colonial,Condo,2 Woodleigh Lane · D13,1367,2400000,https://www.99.co/singapore/sale/property/park-colonial-condo-3pGNdyBe5iUmExygPzKCj3,1.3190408,103.8281809,Stevens,0.002418993385694776
Sims Urban Oasis,Condo,10 Sims Drive · D14,1324,1849000,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-C5QdGajkz8Yn6GxSqUiNNi,1.3191159,103.8810982,Aljunied,0.0032187204942349273
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,614,898000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-kRWqx3pWtZ7tCGuVzhPjjU,1.3364414,103.8651531,Woodleigh,0.006196602749895614
New Futura,Condo,14 Leonie Hill Road · D9,1367,4200000,https://www.99.co/singapore/sale/property/new-futura-condo-S7mpXDvndzKp3WAEJthA7i,1.298893,103.8342507,Somerset,0.0046175836852300305
Margaret Ville,Condo,20 Margaret Drive · D3,465,866000,https://www.99.co/singapore/sale/property/margaret-ville-condo-Mc7gq75CkccsNYyDTtM99k,1.2992281,103.802964,Queenstown,0.005284606340114343
Forte Suites,Condo,88 Mergui Road · D8,678,1302000,https://www.99.co/singapore/sale/property/forte-suites-condo-6XnAKz2pTQbSWEs4obvSZL,1.349718,103.881869,Bartley,0.007624392539736268
Queens Peak,Condo,1 Dundee Road · Floor #38,807,1500000,https://www.99.co/singapore/sale/property/queens-peak-condo-V4UPRPQ4ZA97NKcanN9y2F,1.295031,103.807095,Queenstown,0.0012093556962336682
Kandis Residence,Condo,6 Kandis Link · D27,808,939100,https://www.99.co/singapore/sale/property/kandis-residence-condo-gs9dLbgFgVfPf7eRMh6Bxd,1.457707,103.8375049,Sembawang,0.01946341958700828
Twin VEW,Condo,91 West Coast Vale · D5,900,1150000,https://www.99.co/singapore/sale/property/twin-vew-condo-BTsDMdRYtyTmXUHYEBA9aQ,1.3196983,103.7522372,Clementi,0.013739741436077315
Avant Residences,Condo / Apt,10 Aljunied Road · D14,484,764000,https://www.99.co/singapore/sale/property/avant-residences-condo-JjUH6BrVP8UVGYdQY8uHBZ,1.3135756,103.8821349,Aljunied,0.00286305364951518
Kandis Residence,Condo,8 Kandis Link · D27,915,1154200,https://www.99.co/singapore/sale/property/kandis-residence-condo-Lm2Lm7jQQDyzCpMMP8ZVUh,1.457707,103.8375049,Sembawang,0.01946341958700828
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,678,1180000,https://www.99.co/singapore/sale/property/gem-residences-condo-PQddcuC95g945mmpV7enwh,1.333181,103.85447,Toa Payoh,0.007096049515754436
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,517,640000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-9ftYGeTP8miz6aPMtwp34m,1.371715,103.900472,Hougang,0.00793738445898828
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,624,1070000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-bNYpeaBic2CK5X6XyvL887,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #05,1055,2343000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-86MbDd82oMLKJDguTs2pyR,1.2981006,103.8846032,Mountbatten,0.008114422496394722
Neem Tree,Condo,30 Jalan Kemaman · Floor #16,1162,1743000,https://www.99.co/singapore/sale/property/neem-tree-condo-3dmf8kV5Hhk8dXCYffJvDY,1.3273984,103.8512643,Toa Payoh,0.006249512660995757
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,603,750000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-7gLPNUtF7JdMabFeHEcqif,1.371715,103.900472,Hougang,0.00793738445898828
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1313,1900000,https://www.99.co/singapore/sale/property/gem-residences-condo-vxHoWi4qpRChVJUqozEhEd,1.333181,103.85447,Toa Payoh,0.007096049515754436
South Beach Residences,Condo,28 Beach Road · D7,1733,6060000,https://www.99.co/singapore/sale/property/south-beach-residences-condo-sTdH6nBJRnBGgNvCKSExB,1.2940548,103.8557465,Esplanade,0.0003890252690952632
The Criterion,Executive Condo,7 Yishun Street 51 · D27,1076,808000,https://www.99.co/singapore/sale/property/the-criterion-condo-at8a8L77BSUGboyQkfEaiW,1.418324,103.845305,Khatib,0.012370438476471353
Martin Modern,Condo,10 Martin Place · Floor #14,872,2226000,https://www.99.co/singapore/sale/property/martin-modern-condo-nu3sH68AtDU5jBhU5GseCF,1.2921365,103.838457,Fort Canning,0.006305055270175611
Martin Modern,Condo,10 Martin Place · Floor #04,764,1928700,https://www.99.co/singapore/sale/property/martin-modern-condo-w5oekimEDA755SogV5fjAE,1.2939878,103.8388698,Fort Canning,0.006184155409598079
Le Quest,Condo,2 Bukit Batok Street 41 · D23,495,680000,https://www.99.co/singapore/sale/property/le-quest-condo-3ZfSQaiacQfh4CJaHJ4yH,1.351044,103.741738,Bukit Batok,0.007902417278911656
iNZ Residence,Executive Condo,70 Choa Chu Kang Avenue 5 · Floor #02,1044,803000,https://www.99.co/singapore/sale/property/inz-residence-condo-TEoxAYVGDvVrj8QVWMMttN,1.3749125,103.7395091,South View,0.007829112303445965
The Criterion,Executive Condo,7 Yishun Street 51 · Floor #02,1119,879200,https://www.99.co/singapore/sale/property/the-criterion-condo-RJpw4m8k9bboZEpvEkKAfM,1.418324,103.845305,Khatib,0.012370438476471353
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,893,1294000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-HFZXJ2nW7E7heTqbmmup9b,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
Queens Peak,Condo,1 Dundee Road · Floor #31,861,1550000,https://www.99.co/singapore/sale/property/queens-peak-condo-3JANYz49wKKohLxj5M7iSA,1.295179,103.807362,Queenstown,0.001500322165402366
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,2110,2300000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-QZoXHPW4ixi75cuTbERujg,1.371715,103.900472,Hougang,0.00793738445898828
The Criterion,Executive Condo,7 Yishun Street 51 · Floor #02,1076,808800,https://www.99.co/singapore/sale/property/the-criterion-condo-giBbdwB4Bvi2veUKMcm6ue,1.418324,103.845305,Khatib,0.012370438476471353
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,893,1295000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-wBgHCR4umYYNpBt7MVBpib,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
The Tapestry,Condo,59 Tampines Street 86 · D18,705,880000,https://www.99.co/singapore/sale/property/the-tapestry-condo-qzChT3upWGYTcicgdFyfBN,1.3534955,103.9291905,Tampines West,0.011976385692270114
Skies Miltonia,Condo,7 Miltonia Close · D27,3025,2799000,https://www.99.co/singapore/sale/property/skies-miltonia-condo-JQKQE9YiomAgRXWbejjsB6,1.4181309,103.8481353,Khatib,0.015182383594158797
New Futura,Condo,14 Leonie Hill Road · D9,2691,7800000,https://www.99.co/singapore/sale/property/new-futura-condo-eeNMAsV2WZpJHKzP23yG4f,1.298893,103.8342507,Somerset,0.0046175836852300305
Sophia Hills,Condo,5 Mount Sophia · D9,1539,3013000,https://www.99.co/singapore/sale/property/sophia-hills-condo-LxXtjL7g5coq8R7uFWLSA,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
JadeScape,Condo,319 Shunfu Road · D20,463,787000,https://www.99.co/singapore/sale/property/jadescape-condo-MMuHie35MExEfUgzRKYcdj,1.350251,103.838019,Marymount,0.0016391475619976221
The Tapestry,Condo,59 Tampines Street 86 · D18,615,770000,https://www.99.co/singapore/sale/property/the-tapestry-condo-JtxQxW6X8odCGFhrRiViyF,1.3534955,103.9291905,Tampines West,0.011976385692270114
26 Newton,Condo,26 Newton Road · D11,850,1729187,https://www.99.co/singapore/sale/property/26-newton-condo-uQPh59mn3zPxXvRkAwcpfm,1.3156897,103.8415977,Newton,0.004307662475160699
Wallich Residence,Condo,3 Wallich Street · D2,1313,4688600,https://www.99.co/singapore/sale/property/wallich-residence-condo-jhBLysLxdUi3GiYqf2snGk,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #20,2874,7028000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-gHjUKphATaRUnRSVn3fooa,1.2981006,103.8846032,Mountbatten,0.008114422496394722
The Criterion,Executive Condo,7 Yishun Street 51 · D27,1249,988000,https://www.99.co/singapore/sale/property/the-criterion-condo-e28kzwP9HvWFpC47Vnthn6,1.418324,103.845305,Khatib,0.012370438476471353
Neem Tree,Condo,30 Jalan Kemaman · D12,818,1279800,https://www.99.co/singapore/sale/property/neem-tree-condo-YBnBQoPTW8rRiAnMVCg9JL,1.3273984,103.8512643,Toa Payoh,0.006249512660995757
Forte Suites,Condo,88 Mergui Road · D8,624,1248300,https://www.99.co/singapore/sale/property/forte-suites-condo-JoDQAeBsr8pyZBnUe72AsV,1.349718,103.881869,Bartley,0.007624392539736268
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,1905,2150000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-DPyLWpra52SMYEDjoav75F,1.371715,103.900472,Hougang,0.00793738445898828
The Tapestry,Condo,59 Tampines Street 86 · D18,717,889500,https://www.99.co/singapore/sale/property/the-tapestry-condo-hZrXacyTXFFaNS4mS4ckHK,1.3534955,103.9291905,Tampines West,0.011976385692270114
8 Farrer Suites,Condo,8 Sing Joo Walk · D8,624,1232900,https://www.99.co/singapore/sale/property/8-farrer-suites-condo-rd3fU62fksfCotQ9GPbstm,1.31481,103.854756,Farrer Park,0.0021983377811426942
Wallich Residence,Condo,3 Wallich Street · D2,3509,17200000,https://www.99.co/singapore/sale/property/wallich-residence-condo-ohXqCfRYRiJwh2HqA898ui,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Kandis Residence,Condo,10 Kandis Link · D27,915,1152000,https://www.99.co/singapore/sale/property/kandis-residence-condo-77yVdyvwiUge4zJQe8B2VG,1.457707,103.8375049,Sembawang,0.01946341958700828
Highline Residences,Condo,7 Kim Tian Road · D3,1292,2222800,https://www.99.co/singapore/sale/property/highline-residences-condo-dWYpFFph6JLG8rTfJTfihQ,1.2847351,103.8297862,Tiong Bahru,0.003317881771557787
Margaret Ville,Condo,20 Margaret Drive · D3,463,866000,https://www.99.co/singapore/sale/property/margaret-ville-condo-qcL9vsdCeMPSMm2zDiEuLb,1.2992281,103.802964,Queenstown,0.005284606340114343
Le Quest,Condo,8 Bukit Batok Street 41 · D23,1130,1425000,https://www.99.co/singapore/sale/property/le-quest-condo-4kNESVL8kCyvHMAWd6q5Hb,1.351044,103.741738,Bukit Batok,0.007902417278911656
Flo Residence,Condo,13 Punggol Field Walk · D19,861,880000,https://www.99.co/singapore/sale/property/flo-residence-condo-MjQv2qa8duLQW4aqk6CzZS,1.3921261,103.9134014,Coral Edge,0.0017834365057352282
Gem Residences,Condo,1 Lorong 5 Toa Payoh · Floor #03,1313,1900000,https://www.99.co/singapore/sale/property/gem-residences-condo-pYaoyoaKJuaH8GhEbdCivK,1.333181,103.85447,Toa Payoh,0.007096049515754436
Le Quest,Condo,4 Bukit Batok Street 41 · D23,1130,1427000,https://www.99.co/singapore/sale/property/le-quest-condo-ssJZYNYZ6KcCyTbKaBj7uk,1.351044,103.741738,Bukit Batok,0.007902417278911656
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #01,1216,1675173,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-TekRj9WwNvYjkXrLnKwHUA,1.3747664,103.9034487,Kangkar,0.009221088770855658
New Futura,Condo,16 Leonie Hill Road · D9,1830,5500000,https://www.99.co/singapore/sale/property/new-futura-condo-AwFGkvaF6y49X3m2x95dHY,1.298893,103.8342507,Somerset,0.0046175836852300305
Kandis Residence,Condo,10 Kandis Link · D27,1034,1270000,https://www.99.co/singapore/sale/property/kandis-residence-condo-HuPEmRznazcdxDTHpzghji,1.457707,103.8375049,Sembawang,0.01946341958700828
