name,category,location,area_sqft,price,latitude,longitude,nearestMRT,distance
Lloyd Sixtyfive,Condo,65 Lloyd Road · Floor #07,603,2136000,1.297274,103.838836,Somerset,0.0033837425699958595
Lloyd Sixtyfive,Condo,65 Lloyd Road · Floor #06,2422,6586000,1.297274,103.838836,Somerset,0.0033837425699958595
Cheng Soon Garden,Semi-Detached House,None · D21,7329,10000000,1.3346153,103.7723326,King Albert Park,0.0074629290154782126
Lloyd Sixtyfive,Condo,65 Lloyd Road · Floor #04,1808,4985000,1.297274,103.838836,Somerset,0.0033837425699958595
Watercove,Cluster House,None · D27,3466,2338000,1.4623629,103.8392818,Sembawang,0.023366534870189366
Shamrock Park,Semi-Detached House,Namly Avenue · D10,3219,5900000,1.3230888,103.796811,Sixth Avenue,0.008098225348802631
Watercove,Cluster House,None · D27,3455,2840000,1.4623629,103.8392818,Sembawang,0.023366534870189366
Villa Begonia,Terraced House,None · D28,1798,1850000,1.387344,103.8605305,Fernvale,0.01635717197471312
Ris Grandeur,Condo,25 Elias Road · D18,1066,1220000,1.3741755,103.939746,Pasir Ris,0.009657690264765153
The Hillier,Condo,2 Hillview Rise · D23,514,800000,1.3640168,103.7643943,Hillview,0.0031733230311419424
Vacanza @ East,Condo,36 Lengkong Tujoh · D14,560,735000,1.3291415,103.9145709,Bedok North,0.007114087922564762
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,678,980060,1.3747664,103.9034487,Kangkar,0.009221088770855658
102 Aljunied Crescent,HDB 3 Rooms,Singapore 380102 · D14,721,358000,1.320099,103.8822409,Aljunied,0.0037698412168153134
596C Ang Mo Kio Street 52,HDB 5 Rooms,Singapore 563596 · D20,1184,888000,1.372111,103.850064,Ang Mo Kio,0.002191605256426621
26 Newton,Condo,26 Newton Road · D11,1539,3330000,1.3156897,103.8415977,Newton,0.004307662475160602
112 Commonwealth Crescent,HDB 3 Rooms,D3,642,340000,1.3066967,103.7981937,Commonwealth,0.004302729947370863
Sembawang Hills Estate,Terraced House,Casuarina Road · D20,1515,2800000,1.3759091,103.8304795,Yio Chu Kang,0.015579438019709822
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,1076,1595002,1.3661523,103.872814,Kovan,0.01371927501655056
366 Corporation Drive,HDB 4 Rooms,D22,1119,368000,1.3381447,103.7196027,Lakeside,0.006210031254349408
528 Bukit Batok Street 51,HDB 3 Rooms,D23,645,280000,1.3566967,103.7512281,Bukit Gombak,0.0022984280040897974
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,2067,2355001,1.3661523,103.872814,Kovan,0.01371927501655056
Parc Botannia,Condo,10 Fernvale Street · D28,1410,1696020,1.397794,103.874894,Thanggam,0.0006749851850287206
Dorsett Residences,Condo,331 New Bridge Road · D2,689,1500000,1.279673,103.839959,Outram Park,0.0006157380287169293
111 Emerald Hill,Condo,111 Emerald Hill Road · D9,2411,8800000,1.305099,103.8391989,Somerset,0.004506568265321761
327C Anchorvale Road,HDB 3 Rooms,Singapore 543327 · D19,990,448000,1.3961109,103.8886268,Farmway,0.001201621787422762
286A Toh Guan Road,HDB 3 Rooms,D22,1323,580000,1.3387814,103.7457065,Jurong East,0.00670850981962641
D'nest,Condo,137 Pasir Ris Grove · D18,775,850000,1.3703176,103.9463349,Pasir Ris,0.004167603533214509
Cube 8,Condo,376 Thomson Road · D11,560,1000000,1.328105,103.8413737,Toa Payoh,0.007380294190611696
The Tapestry,Condo,59 Tampines Street 86 · D18,990,850300,1.3534955,103.9291905,Tampines West,0.011976385692270114
559 Hougang Street 51,HDB Executive,D19,1518,695000,1.380042,103.889492,Buangkok,0.004759914158884158
627 Woodlands Avenue 6,HDB 4 Rooms,D25,1033,340000,1.4336154,103.8010235,Admiralty,0.006997862396474889
Parc Botannia,Condo,10 Fernvale Street · D28,775,975020,1.397794,103.874894,Thanggam,0.0006749851850287206
Eastwood Park,Terraced House,Upper Changi Road · D16,3152,2560000,1.3343783,103.9507181,Tanah Merah,0.00829288223538829
722 Bedok Reservoir Road,HDB Executive,Singapore 470722 · D16,1496,645000,1.3366346,103.9281301,Bedok Reservoir,0.0037763488305418732
745 Woodlands Circle,HDB 4 Rooms,D25,1109,328000,1.4423093,103.7956809,Admiralty,0.005547698413764685
701 Bedok Reservoir Road,HDB 3 Rooms,Singapore 470701 · D16,732,330000,1.3376405,103.918704,Bedok North,0.002520168835614884
554 Bedok North Street 3,HDB 4 Rooms,Singapore 460554 · D16,990,420000,1.33285,103.928014,Bedok Reservoir,0.00537999631969477
119 Bukit Batok West Avenue 6,HDB 4 Rooms,D23,1001,360000,1.3504227,103.7466116,Bukit Batok,0.003238286522226528
369 Yung An Road,HDB Executive,D22,1658,620000,1.3370248,103.7198212,Lakeside,0.007280996420819891
Alexis,Condo,356 Alexandra Road · D3,512,929000,1.29136,103.8074033,Queenstown,0.003785778378354607
Marina One Residences,Condo,23 Marina Way · D1,1507,4220000,1.2796151,103.8547244,Downtown,0.0019180773733086963
296 Yishun Street 20,HDB 4 Rooms,D27,1001,395000,1.4353741,103.8354275,Yishun,0.005839028427743471
Marina One Residences,Condo,23 Marina Way · D1,1130,2902240,1.2796151,103.8547244,Downtown,0.0019180773733086963
824 Woodlands Street 81,HDB 5 Rooms,D25,1302,435000,1.4391578,103.7888785,Woodlands,0.0033283366236007807
175 Bishan Street 13,HDB 3 Rooms,D20,689,390000,1.34885,103.8539173,Bishan,0.004549606631348165
Amber Residences,Apartment,50 Amber Road · D15,4230,5280000,1.3012817,103.9010502,Dakota,0.014161117587609136
Wallich Residence,Condo,3 Wallich Street · Floor #59,2013,10521300,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Wallich Residence,Condo,3 Wallich Street · Floor #40,646,2097800,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Sennett Estate,Terraced House,Mulberry Avenue · D13,1704,3250000,1.3286187,103.8700702,Potong Pasir,0.0027274742308574405
Wallich Residence,Condo,3 Wallich Street · Floor #59,1991,9380600,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
323B Sengkang East Way,HDB 5 Rooms,Singapore 542323 · D19,1184,480000,1.3920612,103.8927856,Sengkang,0.0026975661956694847
The Hillier,Condo,6 Hillview Rise · D23,624,860000,1.3640168,103.7643943,Hillview,0.0031733230311419424
78 Bedok North Road,HDB 4 Rooms,D16,882,428000,1.3272685,103.9409107,Tanah Merah,0.005579052052989851
Livia,Condo,61 Pasir Ris Grove · D18,1259,1200000,1.3728478,103.943763,Pasir Ris,0.005600937039463105
Espada,Condo,48 Saint Thomas Walk · D9,657,1500000,1.2973559,103.8367065,Somerset,0.003756223449152981
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,2497,6427400,1.2997066,103.8582392,Bugis,0.002464874812230721
Espada,Condo,48 Saint Thomas Walk · Floor #32,657,1514307,1.2973559,103.8367065,Somerset,0.003756223449152981
Twentyone Angullia Park,Condo,21 Angullia Park · D9,2314,7850000,1.303317,103.829481,Orchard,0.002401673158451079
NV Residences,Condo,99 Pasir Ris Grove · D18,1259,1150000,1.3712549,103.9441911,Pasir Ris,0.005513492448538787
Lincoln Suites,Condo,1 Khiang Guan Avenue · D11,4899,7746000,1.3170783,103.842927,Novena,0.002981622367101108
Duo Residences / Duo Tower,Condo,1 Fraser Street · D7,1722,3772000,1.2997066,103.8582392,Bugis,0.002464874812230721
Marina One Residences,Apartment,23 Marina Way · D1,1130,2565000,1.2796151,103.8547244,Downtown,0.0019180773733086963
251 Bishan Street 22,HDB 5 Rooms,D20,1367,828000,1.361795,103.8444058,Ang Mo Kio,0.009680449859382897
Duo Residences / Duo Tower,Condo,1 Fraser Street · D7,1927,3923367,1.2997066,103.8582392,Bugis,0.002464874812230721
Marina One Residences,Apartment,23 Marina Way · D1,1539,4720068,1.2796151,103.8547244,Downtown,0.0019180773733086963
Seletar Hills Estate,Semi-Detached House,None · D28,3068,5000000,1.3869314,103.8687801,Fernvale,0.008966064089118143
Marina One Residences,Condo / Apt,21 Marina Way · D1,1539,3577100,1.2796151,103.8547244,Downtown,0.0019180773733086963
New Futura,Condo,14 Leonie Hill Road · D9,1830,5568000,1.298136,103.834132,Somerset,0.00505703294234812
Espada,Condo,48 Saint Thomas Walk · Floor #32,1270,2283216,1.2973559,103.8367065,Somerset,0.003756223449152981
Casa Cambio,Condo,11 Lim Tua Tow Road · D19,530,780000,1.3538625,103.8763199,Serangoon,0.004928747009131615
Duo Residences / Duo Tower,Condo,1 Fraser Street · Floor #49,2497,6427400,1.3003631,103.8583668,Bugis,0.002335793503279566
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,1722,3772000,1.2997066,103.8582392,Bugis,0.002464874812230721
The Waterline,Condo,161 Poh Huat Road West · D19,882,1300000,1.3674209,103.8766397,Kovan,0.011186804539721994
Lincoln Suites,Condo,1 Khiang Guan Avenue · D11,2724,5978000,1.3170783,103.842927,Novena,0.002981622367101108
The Crest,Condo,101 Prince Charles Crescent · Floor #02,1593,2771000,1.2931766,103.8222019,Redhill,0.006457314124310775
NV Residences,Condo,87 Pasir Ris Grove · D18,1259,1150000,1.3712549,103.9441911,Pasir Ris,0.005513492448538787
The Waterline,Condo,167 Poh Huat Road West · D19,882,1300000,1.3674209,103.8766397,Kovan,0.011186804539721994
Espada,Condo,48 Saint Thomas Walk · D9,667,1500000,1.2973559,103.8367065,Somerset,0.003756223449152981
Marina One Residences,Apartment,23 Marina Way · D1,2250,7117000,1.2796151,103.8547244,Downtown,0.0019180773733086963
The Crest,Condo,101 Prince Charles Crescent · D3,1216,2114000,1.292792,103.818842,Redhill,0.00375536532045007
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,1927,3923367,1.2997066,103.8582392,Bugis,0.002464874812230721
452B Sengkang West Way,HDB 5 Rooms,Singapore 792452 · D28,1194,568888,1.394107,103.8741508,Fernvale,0.0030314004453465514
The Esta,Condo,39 Amber Gardens · D15,1400,2650000,1.3019743,103.900035,Dakota,0.012935574030175076
Mon Jervois,Condo,47 Jervois Road · D10,2842,4896000,1.2943192,103.8222639,Redhill,0.007194077687933321
Watertown,Condo,65 Punggol Central · D19,807,1250000,1.4059215,103.9019494,Punggol,0.0008543971558926666
Pasir Ris Beach Park,Corner Terrace,Pasir Ris Heights · D18,3645,4000000,1.3733023,103.9523953,Pasir Ris,0.003043928189034177
Bedok Residences,Condo,26 Bedok North Drive · D16,592,1038000,1.3251053,103.9292546,Bedok,0.0014280673688619348
476 Ang Mo Kio Avenue 10,HDB 2 Rooms,Singapore 560476 · D20,721,265000,1.3623793,103.8576022,Ang Mo Kio,0.01103992162154841
112 Bedok North Road,HDB 4 Rooms,D16,1259,460000,1.3310316,103.9353813,Bedok Reservoir,0.006534002544386737
130 Bishan Street 12,HDB 4 Rooms,D20,969,555000,1.345939,103.8508373,Bishan,0.0051826648454227076
130 Bishan Street 12,HDB 3 Rooms,D20,969,550000,1.345939,103.8508373,Bishan,0.0051826648454227076
391 Bukit Batok West Avenue 5,HDB 3 Rooms,Singapore 650391 · D23,926,370000,1.3658973,103.7527548,Bukit Gombak,0.007043470647345982
Parc Vista,Condo,458 Corporation Road · D22,1248,1200000,1.3444561,103.7172637,Lakeside,0.0035181598172808757
103 Jurong East Street 13,HDB 3 Rooms,Singapore 600103 · D22,1292,650000,1.3367014,103.7380128,Jurong East,0.005420471589252279
Rivercove Residences,Executive Condo,20 Anchorvale Lane · D19,904,830000,1.3918875,103.8839341,Tongkang,0.003414071039093158
8 Farrer Suites,Condo,8 Sing Joo Walk · D8,969,1617000,1.31481,103.854756,Farrer Park,0.002198337781143377
Martin Modern,Condo,10 Martin Place · D9,1733,4552420,1.2921365,103.838457,Fort Canning,0.006305055270175613
Sky Habitat,Condo,7 Bishan Street 15 · D20,1012,1576700,1.352312,103.8516872,Bishan,0.0021679502600346168
Duo Residences / Duo Tower,Condo,1 Fraser Street · D7,1528,3771897,1.2997066,103.8582392,Bugis,0.002464874812230721
Queens Peak,Condo,1 Dundee Road · D3,775,1321000,1.2950404,103.8071118,Queenstown,0.001227473453890768
The Navian,Condo,178 Jalan Eunos · D14,893,1451000,1.327827,103.906565,Ubi,0.006829335830813273
8 Farrer Suites,Apartment,8 Sing Joo Walk · D8,829,1403700,1.31481,103.854756,Farrer Park,0.002198337781143377
Rivercove Residences,Executive Condo,20 Anchorvale Lane · D19,1485,1340000,1.3918875,103.8839341,Tongkang,0.003414071039093158
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,947,1768000,1.333181,103.85447,Toa Payoh,0.007096049515754409
The Tapestry,Condo,59 Tampines Street 86 · D18,615,780000,1.3534955,103.9291905,Tampines West,0.011976385692270114
The Garden Residences,Condo,9 Serangoon North View · Floor #02,786,1350000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
JadeScape,Condo,319 Shunfu Road · Floor #08,764,1250000,1.350251,103.838019,Marymount,0.0016391475619976221
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1249,1852000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Duo Residences / Duo Tower,Condo,1 Fraser Street · D7,1927,3938220,1.2997066,103.8582392,Bugis,0.002464874812230721
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,678,967000,1.3747664,103.9034487,Kangkar,0.009221088770855658
Corals At Keppel Bay,Condo,1 Keppel Bay Drive · D4,1302,2457000,1.265951,103.816962,HarbourFront,0.0035961020591655794
JadeScape,Condo,319 Shunfu Road · D20,1012,1650000,1.350251,103.838019,Marymount,0.0016391475619976221
The Tapestry,Condo,59 Tampines Street 86 · D18,717,900000,1.3534955,103.9291905,Tampines West,0.011976385692270114
The Tapestry,Condo,59 Tampines Street 86 · D18,1519,1800000,1.3534955,103.9291905,Tampines West,0.011976385692270114
168A Punggol East,HDB 4 Rooms,Singapore 821168 · D19,990,398888,1.3947053,103.9141739,Riviera,0.0019034020726058213
JadeScape,Condo,319 Shunfu Road · D20,527,850000,1.350251,103.838019,Marymount,0.0016391475619976221
8 Farrer Suites,Apartment,8 Sing Joo Walk · D8,969,1617200,1.31481,103.854756,Farrer Park,0.002198337781143377
The Tapestry,Condo,59 Tampines Street 86 · D18,1797,2000000,1.3534955,103.9291905,Tampines West,0.011976385692270114
The Garden Residences,Condo,9 Serangoon North View · D19,452,750000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
8 Farrer Suites,Apartment,8 Sing Joo Walk · D8,1399,1943600,1.31481,103.854756,Farrer Park,0.002198337781143377
The Alps Residences,Condo,101 Tampines Street 86 · D18,936,1014000,1.3550819,103.9294618,Tampines West,0.01288773989883848
Corals At Keppel Bay,Condo,1 Keppel Bay Drive · D4,850,1890000,1.265951,103.816962,HarbourFront,0.0035961020591655794
Signature At Yishun,Executive Condo,39 Yishun Street 51 · D27,1184,954000,1.4173761,103.8446222,Khatib,0.011649133171613736
JadeScape,Condo,319 Shunfu Road · D20,2099,3100000,1.350251,103.838019,Marymount,0.0016391475619976221
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,1216,1657000,1.3747664,103.9034487,Kangkar,0.009221088770855658
The Navian,Condo / Apt,178 Jalan Eunos · D14,657,1022000,1.327827,103.906565,Ubi,0.006829335830813273
Queens Peak,Condo,1 Dundee Road · D3,1055,1870000,1.2950404,103.8071118,Queenstown,0.001227473453890768
Sky Habitat,Condo,7 Bishan Street 15 · D20,1399,1949000,1.352312,103.8516872,Bishan,0.0021679502600346168
8 Farrer Suites,Condo,8 Sing Joo Walk · D8,1399,1943000,1.31481,103.854756,Farrer Park,0.002198337781143377
Signature At Yishun,Executive Condo,39 Yishun Street 51 · D27,1076,813000,1.4173761,103.8446222,Khatib,0.011649133171613736
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · D12,775,1382000,1.333181,103.85447,Toa Payoh,0.007096049515754409
The Garden Residences,Condo,9 Serangoon North View · D19,1539,2500000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
The Alps Residences,Condo,101 Tampines Street 86 · D18,1066,1186000,1.3550819,103.9294618,Tampines West,0.01288773989883848
8 Farrer Suites,Apartment,8 Sing Joo Walk · D8,624,1232900,1.31481,103.854756,Farrer Park,0.002198337781143377
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1249,1862000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1313,1862000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Clover By The Park,Condo,2 Bishan Street 25 · D20,1216,1700000,1.359824,103.845631,Bishan,0.00977822241770291
The Navian,Condo,178 Jalan Eunos · D14,904,1398000,1.327827,103.906565,Ubi,0.006829335830813273
Queens Peak,Condo,1 Dundee Road · D3,2002,3123000,1.2950404,103.8071118,Queenstown,0.001227473453890768
Queens Peak,Condo,1 Dundee Road · D3,1507,2373000,1.2950404,103.8071118,Queenstown,0.001227473453890768
Corals At Keppel Bay,Condo,1 Keppel Bay Drive · D4,581,1494000,1.265951,103.816962,HarbourFront,0.0035961020591655794
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · Floor #04,678,967000,1.3747664,103.9034487,Kangkar,0.009221088770855658
The Garden Residences,Condo,9 Serangoon North View · D19,614,1000000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
Rivercove Residences,Executive Condo,20 Anchorvale Lane · D19,1184,1100000,1.3918875,103.8839341,Tongkang,0.003414071039093158
Northwave,Condo / Apt,111 Woodlands View · D25,1108,963000,1.4438211,103.8104748,Admiralty,0.010038333886649708
Queens Peak,Condo,1 Dundee Road · D3,807,1336000,1.2950404,103.8071118,Queenstown,0.001227473453890768
The Tapestry,Condo,59 Tampines Street 86 · D18,448,580000,1.3534955,103.9291905,Tampines West,0.011976385692270114
Queens Peak,Condo,1 Dundee Road · D3,936,1659000,1.2950404,103.8071118,Queenstown,0.001227473453890768
JadeScape,Condo,319 Shunfu Road · D20,1421,2200000,1.350251,103.838019,Marymount,0.0016391475619976221
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,775,1382000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Signature At Yishun,Executive Condo,39 Yishun Street 51 · D27,1098,807500,1.4173761,103.8446222,Khatib,0.011649133171613736
The Criterion,Executive Condo,7 Yishun Street 51 · D27,1119,879200,1.418324,103.845305,Khatib,0.012370438476457187
The Garden Residences,Condo,9 Serangoon North View · D19,1119,2000000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · D19,850,1115341,1.3747664,103.9034487,Kangkar,0.009221088770855658
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · Floor #03,850,1115341,1.3747664,103.9034487,Kangkar,0.009221088770855658
Northwave,Condo / Apt,111 Woodlands View · D25,1119,964000,1.4438211,103.8104748,Admiralty,0.010038333886649708
Queens Peak,Condo,1 Dundee Road · D3,1001,1704000,1.2950404,103.8071118,Queenstown,0.001227473453890768
The Navian,Condo,178 Jalan Eunos · D14,657,1022000,1.327827,103.906565,Ubi,0.006829335830813273
Martin Modern,Condo,10 Martin Place · D9,872,2226860,1.2921365,103.838457,Fort Canning,0.006305055270175613
Northwave,Condo / Apt,111 Woodlands View · D25,1001,872000,1.4438211,103.8104748,Admiralty,0.010038333886649708
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1012,1755000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,850,1115000,1.3747664,103.9034487,Kangkar,0.009221088770855658
Duo Residences / Duo Tower,Condo,1 Fraser Street · D7,1841,4070882,1.2997066,103.8582392,Bugis,0.002464874812230721
Martin Modern,Condo,10 Martin Place · D9,764,1928700,1.2921365,103.838457,Fort Canning,0.006305055270175613
Sturdee Residences,Condo / Apt,10 Beatty Road · Floor #29,1302,2139000,1.3128643,103.8589717,Farrer Park,0.004117702274318519
Sturdee Residences,Condo / Apt,10 Beatty Road · Floor #03,1399,2435000,1.3132484,103.8592368,Farrer Park,0.004420925771824893
110 Jurong East Street 13,HDB 3 Rooms,Singapore 600110 · D22,732,299888,1.33884,103.736096,Chinese Garden,0.005003342020093074
Shiro,Condo,38 Lorong H Telok Kurau · D15,990,1220000,1.315534,103.908203,Eunos,0.006782437805099465
149 Woodlands Street 13,HDB 4 Rooms,D25,1001,375000,1.4358059,103.773,Marsiling,0.0034492576157775403
18 Marsiling Lane,HDB 3 Rooms,D25,764,240000,1.443392,103.7778664,Woodlands,0.010693446374767606
123 Marsiling Rise,HDB 5 Rooms,D25,1302,398000,1.4391816,103.7791113,Woodlands,0.007620646691717078
899C Woodlands Drive 50,HDB 5 Rooms,D25,1270,420000,1.4365117,103.7954998,Admiralty,0.006831260740156203
142 Marsiling Road,HDB 5 Rooms,D25,1442,550000,1.4369917,103.7771194,Marsiling,0.0053304197677149015
703 Woodlands Drive 40,HDB 4 Rooms,D25,1076,348000,1.4409939,103.7964137,Admiralty,0.004565118339101007
12C Marsiling Lane,HDB 4 Rooms,Singapore 733012 · D25,1001,396000,1.4409923,103.7777155,Marsiling,0.009152999141812621
626 Woodlands Avenue 6,HDB 4 Rooms,D25,969,318000,1.4336921,103.8004802,Admiralty,0.006937712598544612
162 Woodlands Street 13,HDB 5 Rooms,D25,1356,450000,1.4329786,103.7732263,Marsiling,0.001024780952195993
515 Woodlands Drive 14,HDB 4 Rooms,D25,1152,430000,1.4347819,103.7903386,Woodlands,0.004495989210399011
12C Marsiling Lane,HDB 4 Rooms,Singapore 733012 · D25,1001,408000,1.4409923,103.7777155,Marsiling,0.009152999141812621
The Nautical,Condo,93 Jalan Sendudok · D27,786,818000,1.4432053,103.8248135,Sembawang,0.007558436182838206
729 Woodlands Circle,HDB 4 Rooms,D25,980,328000,1.4425116,103.7985786,Admiralty,0.003047879336524591
368 Woodlands Avenue 1,HDB 4 Rooms,D25,1130,425000,1.4331895,103.7867168,Woodlands,0.0037658487303659956
138 Marsiling Road,HDB Executive,D25,1862,630000,1.4380917,103.7773005,Marsiling,0.0063625775633775914
Tree House,Condo,60 Chestnut Avenue · D23,807,980000,1.369833,103.77604,Bangkit,0.010944548491828274
Northoaks,Condo,20 Woodlands Crescent · D25,1949,1150000,1.445167,103.806391,Admiralty,0.007085420637480586
765 Woodlands Circle,HDB 4 Rooms,D25,969,325000,1.4459555,103.7966544,Admiralty,0.006863343099398847
Mi Casa,Condo,325 Choa Chu Kang Avenue 3 · D23,1259,1198000,1.3839054,103.747689,Choa Chu Kang,0.0036635946186735833
747 Woodlands Circle,HDB 4 Rooms,D25,1076,325000,1.4431941,103.7950471,Admiralty,0.006454360297501391
741 Woodlands Circle,HDB 4 Rooms,D25,1098,323000,1.4443636,103.795862,Admiralty,0.0063313648741817625
625A Woodlands Drive 52,HDB 5 Rooms,D25,1313,408000,1.4335839,103.8001633,Admiralty,0.0070744333320777305
401 Admiralty Link,HDB 4 Rooms,D27,989,332000,1.4542991,103.8156035,Sembawang,0.006861395593467518
12C Marsiling Lane,HDB 4 Rooms,Singapore 733012 · D25,1001,420000,1.4409923,103.7777155,Marsiling,0.009152999141812621
689A Woodlands Drive 75,HDB 5 Rooms,D25,1184,385000,1.4445088,103.8079963,Admiralty,0.008040271960572208
648 Woodlands Ring Road,HDB Executive,D25,1517,580000,1.4382364,103.8014763,Admiralty,0.002431420802741058
123 Marsiling Rise,HDB 4 Rooms,D25,1055,318000,1.4391816,103.7791113,Woodlands,0.007620646691717078
317 Woodlands Street 31,HDB 3 Rooms,D25,786,278000,1.4318593,103.776214,Marsiling,0.002168857565632277
587 Woodlands Drive 16,HDB 5 Rooms,D25,1195,380000,1.4286225,103.7954546,Woodlands,0.012299526059977868
171 Woodlands Street 11,HDB 4 Rooms,D25,980,350000,1.4339862,103.7764856,Marsiling,0.0027286418911288174
429 Woodlands Street 41,HDB 4 Rooms,D25,904,299000,1.4265974,103.7725926,Marsiling,0.006163222028290284
111 Bedok North Road,HDB 5 Rooms,D16,1260,500000,1.3314701,103.935472,Bedok Reservoir,0.006218658431692668
Avant Residences,Apartment,10 Aljunied Road · D14,441,690800,1.3135756,103.8821349,Aljunied,0.00286305364951518
886B Woodlands Drive 50,HDB 4 Rooms,Singapore 732886 · D25,990,390000,1.4382805,103.7943227,Admiralty,0.007037955121346614
429 Woodlands Street 41,HDB 4 Rooms,D25,904,300000,1.4265974,103.7725926,Marsiling,0.006163222028290284
899C Woodlands Drive 50,HDB 5 Rooms,D25,1270,430000,1.4365117,103.7954998,Admiralty,0.006831260740156203
886D Woodlands Drive 50,HDB 3 Rooms,Singapore 734886 · D25,721,320000,1.4386113,103.7947589,Admiralty,0.0065189277408143915
703 Woodlands Drive 40,HDB 4 Rooms,D25,1076,349000,1.4409939,103.7964137,Admiralty,0.004565118339101007
625A Woodlands Drive 52,HDB 5 Rooms,D25,1313,410000,1.4335839,103.8001633,Admiralty,0.0070744333320777305
123 Marsiling Rise,HDB 4 Rooms,D25,1055,320000,1.4391816,103.7791113,Woodlands,0.007620646691717078
765 Woodlands Circle,HDB 4 Rooms,D25,969,328000,1.4459555,103.7966544,Admiralty,0.006863343099398847
689A Woodlands Drive 75,HDB 5 Rooms,D25,1184,390000,1.4445088,103.8079963,Admiralty,0.008040271960572208
401 Admiralty Link,HDB 4 Rooms,D27,989,334000,1.4542991,103.8156035,Sembawang,0.006861395593467518
Mi Casa,Condo / Apt,311 Choa Chu Kang Avenue 3 · D23,1259,1200000,1.3839054,103.747689,Choa Chu Kang,0.0036635946186735833
12C Marsiling Lane,HDB 4 Rooms,Singapore 733012 · D25,1001,398000,1.4409923,103.7777155,Marsiling,0.009152999141812621
317 Woodlands Street 31,HDB 3 Rooms,D25,786,285000,1.4318593,103.776214,Marsiling,0.002168857565632277
Mi Casa,Condo,311 Choa Chu Kang Avenue 3 · D23,1259,1200000,1.3839054,103.747689,Choa Chu Kang,0.0036635946186735833
515 Woodlands Drive 14,HDB 4 Rooms,D25,1152,435000,1.4347819,103.7903386,Woodlands,0.004495989210399011
Parc Rosewood,Condo,71 Rosewood Drive · D25,829,895000,1.4278981,103.7853933,Woodlands,0.009098840379410946
887A Woodlands Drive 50,HDB 4 Rooms,Singapore 731887 · D25,990,430000,1.4373102,103.7939221,Woodlands,0.007535820074823943
887A Woodlands Drive 50,HDB 4 Rooms,Singapore 731887 · D25,989,400000,1.4373102,103.7939221,Woodlands,0.007535820074823943
Northoaks,Condo / Apt,20 Woodlands Crescent · D25,1949,1150000,1.445167,103.806391,Admiralty,0.007085420637480586
747 Woodlands Circle,HDB 4 Rooms,D25,1076,3300000,1.4431941,103.7950471,Admiralty,0.006454360297501391
18 Marsiling Lane,HDB 3 Rooms,D25,764,235000,1.443392,103.7778664,Woodlands,0.010693446374767606
The Nautical,Condo,93 Jalan Sendudok · D27,786,828000,1.4432053,103.8248135,Sembawang,0.007558436182838206
123 Marsiling Rise,HDB 5 Rooms,D25,1302,368000,1.4391816,103.7791113,Woodlands,0.007620646691717078
The Tapestry,Condo,59 Tampines Street 86 · D18,1485,1709600,1.3534955,103.9291905,Tampines West,0.011976385692270114
Queens Peak,Condo,1 Dundee Road · Floor #35,1055,1927000,1.295179,103.807362,Queenstown,0.0015003221654023152
Northwave,Executive Condo,111 Woodlands View · D25,1001,794000,1.4438211,103.8104748,Admiralty,0.010038333886649708
Northwave,Executive Condo,111 Woodlands View · Floor #13,1097,922000,1.4438211,103.8104748,Admiralty,0.010038333886649708
The Clement Canopy,Condo,16 Clementi Avenue 1 · D5,990,1410000,1.3073069,103.7684933,Clementi,0.008513926531276812
The Tapestry,Condo,59 Tampines Street 86 · D18,441,640710,1.3534955,103.9291905,Tampines West,0.011976385692270114
